\\Yearly HOEP OR Predispatch Report,,,,,,,,
\\Created at 2020-05-13 08:02:11,,,,,,,,
\\For 2020,,,,,,,,
Date,Hour,HOEP,Hour 1 Predispatch,Hour 2 Predispatch,Hour 3 Predispatch,OR 10 Min Sync,OR 10 Min non-sync,OR 30 Min
2020-01-01,1,0.00,0.00,0.00,0.00,1.03,0.20,0.20
2020-01-01,2,0.00,0.00,0.00,0.00,1.04,0.20,0.20
2020-01-01,3,0.00,0.00,0.00,0.00,1.05,0.20,0.20
2020-01-01,4,0.00,0.00,0.00,-0.02,1.06,0.18,0.18
2020-01-01,5,0.00,0.00,0.00,-0.10,1.07,0.20,0.20
2020-01-01,6,0.00,0.00,0.00,0.00,1.34,0.20,0.20
2020-01-01,7,0.00,0.00,0.00,0.00,1.45,0.20,0.20
2020-01-01,8,-0.04,0.00,0.00,0.00,1.55,0.20,0.20
2020-01-01,9,0.00,0.00,0.00,0.00,1.56,0.20,0.20
2020-01-01,10,0.00,0.00,0.00,0.00,1.27,0.20,0.20
2020-01-01,11,0.00,0.00,0.00,0.00,1.27,0.20,0.20
2020-01-01,12,0.00,0.00,0.00,0.00,1.27,0.20,0.20
2020-01-01,13,2.92,0.00,0.00,0.00,1.27,0.20,0.20
2020-01-01,14,1.80,0.00,0.00,0.00,1.27,0.20,0.20
2020-01-01,15,0.00,0.05,0.05,0.00,1.27,0.20,0.20
2020-01-01,16,0.00,5.85,5.83,5.76,1.27,0.20,0.20
2020-01-01,17,1.39,12.00,14.32,14.36,4.75,0.20,0.20
2020-01-01,18,5.44,14.33,14.32,14.35,4.75,4.75,4.75
2020-01-01,19,1.72,13.79,14.32,5.92,4.75,0.45,0.45
2020-01-01,20,0.00,5.81,5.88,5.85,4.75,0.20,0.20
2020-01-01,21,0.00,1.00,1.00,1.00,1.28,0.20,0.20
2020-01-01,22,0.00,0.00,0.00,0.00,1.55,0.20,0.20
2020-01-01,23,0.00,0.00,0.00,0.00,1.55,0.20,0.20
2020-01-01,24,0.00,0.00,0.00,0.00,1.00,0.20,0.20
2020-01-02,1,-0.04,0.00,0.00,0.00,1.06,0.20,0.20
2020-01-02,2,-0.12,0.00,0.00,-0.10,1.07,0.18,0.18
2020-01-02,3,-2.86,-0.10,-0.10,-0.13,1.08,0.18,0.18
2020-01-02,4,-3.00,-0.13,-0.13,-0.13,1.09,0.17,0.17
2020-01-02,5,-0.10,-0.10,-0.10,-0.02,1.10,0.20,0.20
2020-01-02,6,-0.03,0.00,0.00,0.00,1.11,0.20,0.20
2020-01-02,7,0.00,0.00,0.00,0.00,1.27,0.20,0.20
2020-01-02,8,1.73,0.00,0.00,0.00,4.75,0.20,0.20
2020-01-02,9,0.00,0.00,0.00,0.00,4.75,0.20,0.20
2020-01-02,10,0.39,0.00,0.00,0.00,4.75,0.20,0.20
2020-01-02,11,0.00,0.00,0.00,0.00,4.75,0.20,0.20
2020-01-02,12,0.00,0.00,0.00,0.00,4.75,0.20,0.20
2020-01-02,13,0.00,0.00,0.00,0.00,4.75,0.20,0.20
2020-01-02,14,0.00,0.00,0.00,0.00,4.75,0.20,0.20
2020-01-02,15,0.00,0.00,0.00,0.00,4.75,0.20,0.20
2020-01-02,16,0.00,0.00,0.00,0.00,4.75,0.20,0.20
2020-01-02,17,0.00,5.22,5.57,0.05,4.75,0.20,0.20
2020-01-02,18,0.00,0.50,5.76,0.05,15.60,4.76,4.76
2020-01-02,19,1.60,1.00,1.00,5.74,10.48,0.45,0.45
2020-01-02,20,2.67,0.50,0.50,0.05,4.75,0.45,0.45
2020-01-02,21,0.00,0.50,0.50,0.50,2.66,0.20,0.20
2020-01-02,22,0.00,0.05,0.00,0.05,1.20,0.20,0.20
2020-01-02,23,0.00,0.00,0.01,0.00,1.00,0.20,0.20
2020-01-02,24,0.00,0.00,0.00,0.00,1.00,0.20,0.20
2020-01-03,1,-0.04,0.00,0.00,0.00,1.00,0.20,0.20
2020-01-03,2,-0.01,0.00,0.00,0.00,1.00,0.20,0.20
2020-01-03,3,0.00,0.00,-0.02,0.00,1.00,0.20,0.20
2020-01-03,4,-0.04,0.00,0.00,-0.02,1.01,0.20,0.20
2020-01-03,5,0.00,0.00,0.00,0.00,1.02,0.20,0.20
2020-01-03,6,4.30,0.01,0.01,0.01,1.00,0.20,0.20
2020-01-03,7,3.18,5.88,5.83,5.83,1.16,0.20,0.20
2020-01-03,8,10.17,5.96,5.94,5.74,1.31,0.20,0.20
2020-01-03,9,14.37,14.32,5.92,7.67,1.79,0.20,0.20
2020-01-03,10,22.13,14.34,13.49,5.90,1.38,0.20,0.20
2020-01-03,11,86.16,14.92,14.37,6.57,1.82,0.50,0.50
2020-01-03,12,30.77,20.37,17.20,14.33,1.28,0.20,0.20
2020-01-03,13,21.43,21.46,20.67,20.00,1.26,0.20,0.20
2020-01-03,14,19.76,18.50,18.50,21.42,1.20,0.20,0.20
2020-01-03,15,21.42,18.50,18.50,18.51,1.20,0.20,0.20
2020-01-03,16,19.51,18.50,18.50,18.51,1.23,0.21,0.21
2020-01-03,17,19.66,18.50,18.50,18.51,1.00,0.45,0.45
2020-01-03,18,20.18,18.50,18.50,18.51,6.04,6.04,1.01
2020-01-03,19,18.76,18.51,18.50,18.51,7.90,7.90,2.96
2020-01-03,20,20.15,19.66,19.66,20.70,6.51,6.51,1.04
2020-01-03,21,19.73,18.50,18.50,18.51,0.86,0.86,0.86
2020-01-03,22,17.04,18.50,14.95,14.39,0.45,0.43,0.43
2020-01-03,23,15.73,14.95,14.39,13.56,0.55,0.24,0.24
2020-01-03,24,13.71,13.17,14.32,14.37,1.00,0.20,0.20
2020-01-04,1,16.93,14.93,14.38,13.85,1.23,0.16,0.16
2020-01-04,2,15.17,14.93,14.40,10.12,1.23,0.16,0.16
2020-01-04,3,14.36,14.35,14.34,10.53,1.23,0.15,0.15
2020-01-04,4,14.38,14.37,14.37,14.36,1.22,0.15,0.15
2020-01-04,5,14.49,14.37,14.38,14.32,1.23,0.15,0.15
2020-01-04,6,24.84,18.37,17.76,14.34,1.21,0.15,0.15
2020-01-04,7,16.96,18.00,17.47,14.93,1.21,0.17,0.17
2020-01-04,8,16.73,18.00,17.00,14.93,1.20,0.20,0.20
2020-01-04,9,15.41,18.50,16.65,16.65,1.20,0.20,0.20
2020-01-04,10,19.95,16.02,16.03,15.15,1.21,0.22,0.22
2020-01-04,11,22.00,18.50,18.50,20.00,1.21,0.37,0.37
2020-01-04,12,16.98,18.52,18.52,18.51,1.28,0.20,0.20
2020-01-04,13,20.61,18.51,18.51,18.50,1.55,0.20,0.20
2020-01-04,14,20.89,18.50,18.50,18.50,1.29,0.20,0.20
2020-01-04,15,13.33,13.34,13.32,18.51,1.24,0.20,0.20
2020-01-04,16,13.33,13.33,13.33,16.51,1.24,0.20,0.20
2020-01-04,17,4.80,13.37,13.37,18.51,4.41,0.40,0.40
2020-01-04,18,13.35,18.52,18.51,12.00,4.42,0.45,0.45
2020-01-04,19,9.60,18.51,18.51,18.51,4.42,0.45,0.45
2020-01-04,20,13.36,18.50,18.50,18.50,1.28,0.28,0.28
2020-01-04,21,18.69,18.50,18.50,18.50,1.55,0.20,0.20
2020-01-04,22,17.28,16.28,16.28,18.50,1.30,0.20,0.20
2020-01-04,23,7.36,13.39,13.32,13.33,1.26,0.20,0.20
2020-01-04,24,0.47,5.65,10.91,1.00,1.31,0.16,0.16
2020-01-05,1,0.00,0.00,0.01,0.01,1.55,0.15,0.15
2020-01-05,2,0.00,0.00,0.00,0.00,1.56,0.15,0.15
2020-01-05,3,0.00,0.01,0.01,0.00,1.56,0.15,0.15
2020-01-05,4,0.00,0.00,0.01,0.00,1.55,0.13,0.13
2020-01-05,5,2.13,0.00,0.00,0.01,1.28,0.13,0.13
2020-01-05,6,0.40,0.01,0.01,0.00,1.28,0.13,0.13
2020-01-05,7,0.00,9.04,13.27,6.65,1.28,0.15,0.15
2020-01-05,8,0.00,6.38,4.78,0.01,1.28,0.16,0.16
2020-01-05,9,1.83,10.20,10.20,13.32,1.28,0.20,0.20
2020-01-05,10,8.29,13.34,13.34,13.35,1.29,0.20,0.20
2020-01-05,11,5.86,13.36,13.38,13.37,1.29,0.20,0.20
2020-01-05,12,10.94,13.34,13.39,14.19,1.29,0.19,0.19
2020-01-05,13,1.41,13.34,13.34,14.78,1.30,0.20,0.20
2020-01-05,14,8.12,13.37,13.38,13.36,1.29,0.20,0.20
2020-01-05,15,10.86,13.32,13.35,13.34,1.29,0.20,0.20
2020-01-05,16,3.17,18.50,18.50,16.00,1.29,0.20,0.20
2020-01-05,17,3.66,20.18,20.19,19.35,11.36,0.45,0.45
2020-01-05,18,20.07,22.97,22.97,22.97,7.73,0.45,0.45
2020-01-05,19,13.62,18.51,18.51,21.78,5.00,0.45,0.45
2020-01-05,20,10.87,18.51,18.51,18.50,6.70,0.45,0.45
2020-01-05,21,12.08,14.38,18.50,15.00,1.54,0.20,0.20
2020-01-05,22,12.74,15.00,16.00,16.00,1.28,0.20,0.20
2020-01-05,23,6.78,13.28,13.31,13.33,1.29,0.20,0.20
2020-01-05,24,3.61,0.01,0.01,0.01,1.29,0.16,0.16
2020-01-06,1,1.58,0.00,0.00,0.00,1.55,0.15,0.15
2020-01-06,2,0.00,0.00,0.00,0.00,1.55,0.15,0.15
2020-01-06,3,0.00,0.00,0.00,0.00,1.55,0.15,0.15
2020-01-06,4,0.00,0.00,0.00,0.00,1.55,0.15,0.15
2020-01-06,5,0.00,0.00,0.00,0.00,1.28,0.15,0.15
2020-01-06,6,0.00,0.01,0.01,0.00,1.29,0.16,0.16
2020-01-06,7,0.86,12.22,14.34,5.88,1.28,0.20,0.20
2020-01-06,8,13.67,14.34,14.34,14.32,1.27,0.20,0.20
2020-01-06,9,12.64,14.39,14.34,14.28,4.31,0.29,0.29
2020-01-06,10,10.35,16.50,14.40,14.32,1.29,0.20,0.20
2020-01-06,11,7.61,14.36,14.40,14.34,1.27,0.20,0.20
2020-01-06,12,4.33,5.94,7.51,14.34,1.29,0.20,0.20
2020-01-06,13,0.00,6.51,6.51,14.33,1.29,0.20,0.20
2020-01-06,14,0.00,14.35,5.92,12.00,1.29,0.20,0.20
2020-01-06,15,0.00,12.00,14.37,6.57,1.29,0.20,0.20
2020-01-06,16,0.00,6.49,6.00,14.36,1.28,0.45,0.45
2020-01-06,17,6.32,14.36,14.78,14.35,3.38,0.45,0.45
2020-01-06,18,12.63,14.37,14.40,17.51,8.68,7.65,7.65
2020-01-06,19,5.35,15.60,14.39,15.27,9.99,7.28,7.28
2020-01-06,20,5.86,15.60,15.60,14.78,4.75,1.00,1.00
2020-01-06,21,0.79,14.32,14.39,15.61,2.36,0.20,0.20
2020-01-06,22,0.82,5.77,5.77,14.34,1.54,0.45,0.45
2020-01-06,23,0.00,0.00,5.76,4.58,1.29,0.20,0.20
2020-01-06,24,0.00,0.00,0.01,0.00,1.29,0.17,0.17
2020-01-07,1,0.00,0.05,0.05,0.00,1.29,0.16,0.16
2020-01-07,2,0.00,1.11,4.58,0.00,1.29,0.15,0.15
2020-01-07,3,1.85,0.06,2.09,5.57,1.29,0.16,0.16
2020-01-07,4,4.76,5.00,5.00,4.63,1.27,0.16,0.16
2020-01-07,5,5.22,8.95,10.69,11.80,1.27,0.18,0.18
2020-01-07,6,10.14,16.50,16.50,16.50,1.23,0.20,0.20
2020-01-07,7,10.27,18.00,18.00,16.51,1.22,0.20,0.20
2020-01-07,8,44.49,16.50,16.50,16.51,11.47,11.47,11.44
2020-01-07,9,19.16,16.51,16.51,16.51,2.25,2.18,2.18
2020-01-07,10,14.35,16.25,16.25,16.51,1.00,0.45,0.45
2020-01-07,11,16.47,16.20,16.20,16.25,1.00,0.22,0.22
2020-01-07,12,18.93,16.25,16.25,16.25,5.00,0.22,0.22
2020-01-07,13,12.87,16.25,16.16,16.25,1.29,0.20,0.20
2020-01-07,14,1.57,16.00,15.80,16.00,1.29,0.20,0.20
2020-01-07,15,5.33,14.37,15.30,16.00,1.28,0.45,0.45
2020-01-07,16,0.00,16.00,16.00,16.00,1.29,1.29,1.29
2020-01-07,17,0.00,16.25,16.25,16.00,20.04,20.04,20.04
2020-01-07,18,5.86,21.37,22.94,19.64,29.46,29.46,29.46
2020-01-07,19,3.44,16.25,16.25,16.00,24.00,24.00,21.15
2020-01-07,20,7.28,14.40,16.00,16.00,10.15,10.15,10.15
2020-01-07,21,3.27,5.83,14.36,14.38,2.48,0.45,0.45
2020-01-07,22,5.04,5.96,5.88,5.83,1.69,0.20,0.20
2020-01-07,23,3.03,0.01,5.00,0.00,1.20,0.19,0.19
2020-01-07,24,2.05,0.00,0.00,0.00,1.25,0.15,0.15
2020-01-08,1,0.00,0.00,0.00,0.00,1.23,0.15,0.15
2020-01-08,2,0.00,0.00,0.00,0.00,1.22,0.13,0.13
2020-01-08,3,0.00,0.00,0.00,0.00,1.23,0.13,0.13
2020-01-08,4,0.00,0.00,0.00,0.00,1.22,0.13,0.13
2020-01-08,5,0.00,0.00,0.00,0.00,1.23,0.15,0.15
2020-01-08,6,0.00,0.00,0.00,0.00,1.22,0.19,0.19
2020-01-08,7,0.87,13.33,13.31,13.30,1.21,0.20,0.20
2020-01-08,8,15.22,13.35,13.38,13.31,1.27,0.20,0.20
2020-01-08,9,13.34,13.33,11.00,13.34,1.28,0.20,0.20
2020-01-08,10,4.24,12.00,10.00,0.00,1.28,0.20,0.20
2020-01-08,11,2.60,4.85,4.85,5.00,4.75,4.75,4.75
2020-01-08,12,1.37,2.00,4.15,4.85,3.89,3.89,3.89
2020-01-08,13,0.00,0.00,0.00,0.19,1.29,0.59,0.59
2020-01-08,14,0.00,0.00,0.00,0.00,1.29,0.45,0.45
2020-01-08,15,0.00,0.00,0.00,0.00,1.29,1.22,1.22
2020-01-08,16,0.00,0.00,0.00,5.94,4.75,4.75,4.75
2020-01-08,17,2.85,4.86,5.85,9.30,21.15,21.15,21.15
2020-01-08,18,16.92,13.37,13.36,15.66,21.10,21.10,6.57
2020-01-08,19,25.84,15.69,15.69,16.00,17.95,17.95,13.30
2020-01-08,20,41.25,15.75,15.75,15.75,23.51,23.51,23.49
2020-01-08,21,26.48,19.44,18.27,16.25,12.07,12.07,12.07
2020-01-08,22,16.71,16.25,16.67,19.90,4.39,0.45,0.45
2020-01-08,23,20.82,15.75,15.24,15.75,0.45,0.43,0.43
2020-01-08,24,13.43,13.35,13.36,13.39,1.21,0.20,0.20
2020-01-09,1,14.49,15.75,15.22,15.75,1.24,0.20,0.20
2020-01-09,2,13.45,13.36,13.36,14.32,1.56,0.20,0.20
2020-01-09,3,13.82,13.36,13.37,14.61,1.27,0.20,0.20
2020-01-09,4,14.01,14.65,13.38,14.64,1.26,0.19,0.19
2020-01-09,5,14.38,15.20,14.58,15.00,1.26,0.20,0.20
2020-01-09,6,5.71,15.76,15.76,15.75,1.56,0.20,0.20
2020-01-09,7,0.00,28.78,23.51,16.67,1.27,0.20,0.20
2020-01-09,8,0.82,29.12,29.07,17.50,3.26,0.45,0.45
2020-01-09,9,1.92,15.76,15.76,15.76,4.75,0.45,0.45
2020-01-09,10,0.00,13.32,15.75,13.35,1.24,0.20,0.20
2020-01-09,11,0.00,12.50,13.37,13.39,1.27,0.20,0.20
2020-01-09,12,0.00,13.36,15.75,15.03,1.28,0.20,0.20
2020-01-09,13,0.00,13.25,14.33,14.19,1.26,0.20,0.20
2020-01-09,14,11.53,5.83,13.37,14.33,1.26,0.20,0.20
2020-01-09,15,56.27,13.39,14.18,13.39,1.31,0.36,0.36
2020-01-09,16,13.74,15.75,14.48,13.35,1.56,1.56,1.56
2020-01-09,17,9.06,15.75,15.75,14.95,21.15,21.15,21.15
2020-01-09,18,49.95,19.00,18.68,19.75,39.25,30.00,30.00
2020-01-09,19,20.38,15.76,15.76,15.75,15.87,15.65,15.65
2020-01-09,20,29.51,15.75,15.75,15.75,19.13,18.23,17.48
2020-01-09,21,13.16,14.39,13.94,15.75,4.75,0.20,0.20
2020-01-09,22,5.27,13.33,13.33,14.44,2.37,0.20,0.20
2020-01-09,23,1.94,5.88,5.85,13.34,4.75,0.18,0.18
2020-01-09,24,0.00,0.00,0.00,0.00,1.31,0.18,0.18
2020-01-10,1,0.00,0.00,0.00,0.00,1.28,0.16,0.16
2020-01-10,2,0.00,0.00,0.00,0.00,1.25,0.16,0.16
2020-01-10,3,0.00,0.00,0.00,0.00,1.25,0.13,0.13
2020-01-10,4,0.00,0.00,0.00,0.00,1.27,0.13,0.13
2020-01-10,5,0.00,0.00,0.00,0.00,1.26,0.15,0.15
2020-01-10,6,0.00,0.00,0.00,0.00,1.26,0.15,0.15
2020-01-10,7,0.97,0.00,0.00,0.00,1.27,0.20,0.20
2020-01-10,8,8.10,0.00,0.00,0.00,1.25,0.20,0.20
2020-01-10,9,10.27,3.20,5.57,1.00,1.27,0.20,0.20
2020-01-10,10,3.80,0.00,0.00,0.00,1.56,0.45,0.45
2020-01-10,11,12.14,0.00,0.00,0.00,4.31,4.31,4.31
2020-01-10,12,11.51,0.00,0.00,0.50,4.31,4.31,4.31
2020-01-10,13,3.73,0.00,0.00,0.00,4.75,4.75,4.75
2020-01-10,14,6.64,5.00,2.27,5.88,21.60,21.60,21.60
2020-01-10,15,8.47,5.85,5.85,6.49,21.60,21.60,21.60
2020-01-10,16,20.03,13.35,13.37,15.75,6.15,6.15,6.15
2020-01-10,17,53.08,15.00,15.00,15.75,26.71,15.59,15.58
2020-01-10,18,22.86,17.09,15.76,15.76,8.59,8.59,8.49
2020-01-10,19,11.47,15.50,15.50,15.76,13.48,13.48,11.70
2020-01-10,20,6.04,15.00,15.00,16.00,15.18,15.18,14.34
2020-01-10,21,10.93,13.39,14.00,15.76,6.64,0.45,0.45
2020-01-10,22,14.25,14.16,14.17,15.50,1.69,0.20,0.20
2020-01-10,23,41.22,15.00,15.00,15.25,1.30,0.22,0.22
2020-01-10,24,3.17,13.31,11.78,13.37,1.30,0.13,0.13
2020-01-11,1,0.00,0.00,0.00,0.00,1.26,0.13,0.13
2020-01-11,2,0.00,0.00,0.00,0.00,1.28,0.13,0.13
2020-01-11,3,0.00,0.00,0.00,0.00,1.27,0.13,0.13
2020-01-11,4,0.00,0.00,0.00,0.00,1.26,0.13,0.13
2020-01-11,5,0.00,0.00,0.00,0.00,1.28,0.13,0.13
2020-01-11,6,0.00,0.00,0.00,0.00,1.27,0.13,0.13
2020-01-11,7,0.00,0.00,0.00,0.00,1.27,0.13,0.13
2020-01-11,8,0.00,0.00,0.00,0.00,1.28,0.17,0.17
2020-01-11,9,0.00,0.00,0.00,0.00,1.28,0.17,0.17
2020-01-11,10,9.63,0.00,0.00,0.00,1.28,0.20,0.20
2020-01-11,11,7.25,0.00,0.00,0.01,1.29,0.20,0.20
2020-01-11,12,13.57,0.00,0.00,0.01,1.29,0.20,0.20
2020-01-11,13,15.70,0.00,0.00,0.00,1.29,0.20,0.20
2020-01-11,14,17.80,5.85,4.83,5.88,1.28,0.20,0.20
2020-01-11,15,13.40,13.32,5.85,9.26,4.75,0.20,0.20
2020-01-11,16,5.71,13.36,13.31,12.14,4.75,0.20,0.20
2020-01-11,17,2.80,13.00,12.90,13.27,21.60,0.20,0.20
2020-01-11,18,5.25,13.38,13.35,15.75,4.75,0.20,0.20
2020-01-11,19,9.74,13.36,13.37,13.37,4.92,0.20,0.20
2020-01-11,20,13.34,13.37,13.36,12.11,1.30,0.20,0.20
2020-01-11,21,13.36,13.34,13.32,13.39,1.30,0.20,0.20
2020-01-11,22,13.86,13.31,13.31,13.32,1.57,0.20,0.20
2020-01-11,23,6.19,5.70,0.00,5.85,1.27,0.20,0.20
2020-01-11,24,1.42,0.05,0.00,0.00,1.30,0.20,0.20
2020-01-12,1,0.00,0.00,0.00,0.00,1.57,0.16,0.16
2020-01-12,2,0.00,0.00,0.00,0.00,1.57,0.17,0.17
2020-01-12,3,0.46,0.00,0.00,0.00,1.00,0.13,0.13
2020-01-12,4,0.00,0.00,0.00,0.00,1.00,0.13,0.13
2020-01-12,5,0.00,0.00,0.00,0.00,1.00,0.13,0.13
2020-01-12,6,0.89,0.00,0.00,0.00,1.00,0.13,0.13
2020-01-12,7,5.75,0.20,0.00,0.00,1.00,0.20,0.20
2020-01-12,8,0.00,0.00,0.00,0.05,0.42,0.20,0.14
2020-01-12,9,1.86,0.00,0.00,0.50,1.00,0.20,0.20
2020-01-12,10,20.92,0.00,0.00,1.00,1.00,0.20,0.20
2020-01-12,11,109.98,10.00,10.00,15.50,17.06,16.81,7.78
2020-01-12,12,46.56,39.13,15.50,15.50,1.24,0.20,0.20
2020-01-12,13,24.60,15.00,15.00,15.50,1.16,0.20,0.20
2020-01-12,14,29.80,14.55,14.55,16.68,0.73,0.20,0.19
2020-01-12,15,25.28,14.00,13.88,15.00,0.38,0.20,0.20
2020-01-12,16,4.33,13.29,13.00,15.75,0.37,0.20,0.18
2020-01-12,17,13.28,13.88,15.58,24.31,1.00,0.20,0.18
2020-01-12,18,20.77,21.35,15.75,22.68,0.20,0.20,0.11
2020-01-12,19,19.36,15.75,15.75,22.20,0.20,0.20,0.13
2020-01-12,20,20.79,21.57,21.57,21.57,1.00,0.20,0.13
2020-01-12,21,17.37,19.20,19.20,19.20,0.20,0.20,0.18
2020-01-12,22,15.25,15.75,15.75,15.75,0.20,0.20,0.19
2020-01-12,23,13.80,17.83,17.83,17.83,1.30,0.20,0.20
2020-01-12,24,12.99,15.75,15.75,15.75,1.28,0.16,0.16
2020-01-13,1,8.44,15.25,15.25,15.25,1.29,0.16,0.16
2020-01-13,2,10.82,13.35,13.34,13.38,1.27,0.15,0.15
2020-01-13,3,16.96,13.35,13.37,13.27,1.26,0.15,0.15
2020-01-13,4,16.15,13.36,13.37,13.27,0.90,0.13,0.13
2020-01-13,5,13.34,15.75,14.11,13.35,1.28,0.17,0.17
2020-01-13,6,7.49,15.75,15.75,15.50,1.28,0.20,0.20
2020-01-13,7,20.43,22.00,22.00,22.00,1.54,0.19,0.19
2020-01-13,8,23.59,22.34,22.25,22.11,0.28,0.20,0.20
2020-01-13,9,22.11,22.11,22.11,22.11,0.36,0.36,0.36
2020-01-13,10,25.13,22.31,22.33,22.11,10.01,0.20,0.20
2020-01-13,11,22.12,22.11,22.11,22.11,0.36,0.20,0.20
2020-01-13,12,22.22,22.27,22.27,22.00,4.71,0.20,0.20
2020-01-13,13,27.02,23.60,23.90,23.90,13.14,0.20,0.20
2020-01-13,14,23.46,23.89,23.89,24.31,7.35,0.20,0.20
2020-01-13,15,22.36,22.37,23.15,23.90,3.23,0.20,0.20
2020-01-13,16,24.27,23.99,23.99,23.90,2.30,0.45,0.45
2020-01-13,17,23.16,23.90,23.99,23.89,3.61,3.23,3.23
2020-01-13,18,24.05,25.00,24.00,26.17,7.50,7.50,1.27
2020-01-13,19,24.03,27.40,27.40,24.31,7.02,7.02,1.03
2020-01-13,20,24.00,24.01,24.00,24.00,6.99,6.99,1.00
2020-01-13,21,23.98,24.00,24.00,24.00,4.07,0.45,0.45
2020-01-13,22,22.99,23.89,23.89,22.34,2.21,0.36,0.36
2020-01-13,23,20.06,20.84,20.84,21.83,2.58,0.20,0.20
2020-01-13,24,13.07,16.11,17.11,20.84,1.39,0.20,0.20
2020-01-14,1,13.36,15.75,15.75,15.76,1.26,0.18,0.18
2020-01-14,2,12.89,15.67,15.75,15.75,1.25,0.19,0.19
2020-01-14,3,4.66,14.58,14.20,15.00,1.26,0.19,0.19
2020-01-14,4,0.00,11.37,13.33,13.35,1.26,0.19,0.19
2020-01-14,5,-0.11,5.20,10.12,13.37,1.26,0.20,0.20
2020-01-14,6,0.00,15.75,15.75,15.75,1.27,0.19,0.19
2020-01-14,7,8.72,22.01,22.82,22.78,1.29,1.29,1.29
2020-01-14,8,17.42,21.89,22.81,23.25,9.53,9.53,9.53
2020-01-14,9,13.36,15.77,15.77,15.77,12.25,12.25,12.25
2020-01-14,10,16.46,15.77,15.77,15.77,10.56,10.56,10.56
2020-01-14,11,22.76,15.75,15.75,22.81,7.61,7.61,7.61
2020-01-14,12,22.73,15.78,15.78,22.81,6.46,6.46,6.46
2020-01-14,13,21.28,20.74,15.75,21.85,12.01,12.01,12.01
2020-01-14,14,23.85,21.50,19.81,18.69,2.12,2.12,2.12
2020-01-14,15,15.69,15.75,14.70,14.69,5.57,5.57,5.57
2020-01-14,16,18.54,18.12,15.75,21.00,7.38,7.38,7.38
2020-01-14,17,19.69,22.83,21.78,15.76,20.13,20.13,20.13
2020-01-14,18,21.68,35.00,31.95,27.63,22.49,22.49,21.99
2020-01-14,19,17.09,35.00,32.83,21.55,23.94,23.94,0.45
2020-01-14,20,17.39,21.78,21.78,27.00,19.47,19.47,0.45
2020-01-14,21,14.40,15.75,15.79,24.31,4.75,0.45,0.45
2020-01-14,22,14.00,15.75,15.75,15.75,1.00,0.22,0.22
2020-01-14,23,16.27,14.40,15.75,17.35,1.32,0.20,0.20
2020-01-14,24,7.23,13.35,13.36,13.34,1.31,0.20,0.20
2020-01-15,1,0.00,13.32,13.32,4.78,1.34,0.16,0.16
2020-01-15,2,0.00,4.76,5.81,3.00,1.33,0.16,0.16
2020-01-15,3,0.00,5.11,3.01,3.01,1.32,0.16,0.16
2020-01-15,4,0.00,4.01,4.01,3.00,1.31,0.19,0.19
2020-01-15,5,0.90,13.33,5.96,4.01,1.29,0.19,0.19
2020-01-15,6,4.76,13.35,13.38,14.40,1.00,0.20,0.20
2020-01-15,7,14.86,22.84,22.84,22.84,0.37,0.20,0.20
2020-01-15,8,21.05,22.86,21.83,21.52,0.28,0.28,0.28
2020-01-15,9,13.41,21.52,21.52,22.21,4.85,4.85,4.85
2020-01-15,10,16.43,21.83,21.83,22.85,0.94,0.94,0.94
2020-01-15,11,16.29,17.17,19.81,22.88,0.87,0.87,0.87
2020-01-15,12,21.97,19.37,19.36,21.24,1.03,1.03,1.03
2020-01-15,13,15.88,20.22,17.68,21.52,2.05,2.03,2.03
2020-01-15,14,16.38,19.20,17.68,22.81,0.91,0.77,0.77
2020-01-15,15,15.64,16.66,15.81,21.00,1.27,1.27,1.27
2020-01-15,16,13.79,20.00,16.93,22.20,1.26,1.26,1.26
2020-01-15,17,10.31,21.73,20.88,23.26,13.64,13.64,13.64
2020-01-15,18,15.95,18.32,20.33,24.27,10.93,10.93,10.93
2020-01-15,19,21.95,21.73,24.26,24.28,8.10,8.10,1.16
2020-01-15,20,21.96,21.73,21.28,24.72,10.48,10.48,0.45
2020-01-15,21,23.44,24.16,24.16,24.27,3.89,0.45,0.45
2020-01-15,22,29.22,20.79,20.79,24.27,2.86,2.73,2.73
2020-01-15,23,15.66,15.76,15.76,20.65,0.39,0.20,0.20
2020-01-15,24,4.75,13.36,13.34,13.36,1.01,0.20,0.20
2020-01-16,1,0.47,5.98,14.32,14.36,1.31,0.15,0.15
2020-01-16,2,0.00,0.00,5.57,5.92,1.33,0.15,0.15
2020-01-16,3,0.00,0.00,0.00,0.00,1.33,0.13,0.13
2020-01-16,4,0.00,0.00,0.00,0.00,1.31,0.15,0.15
2020-01-16,5,0.00,0.00,0.00,0.00,1.30,0.15,0.15
2020-01-16,6,0.00,0.00,1.00,0.00,1.30,0.16,0.16
2020-01-16,7,6.00,15.75,15.75,17.67,1.25,0.20,0.20
2020-01-16,8,49.62,14.39,15.75,14.37,14.99,13.04,13.00
2020-01-16,9,19.06,15.75,14.39,14.39,6.86,6.86,6.86
2020-01-16,10,0.00,15.50,14.36,14.33,21.15,21.15,21.15
2020-01-16,11,3.98,14.40,15.75,14.35,4.75,4.75,4.75
2020-01-16,12,4.89,14.35,15.75,24.75,1.00,0.45,0.45
2020-01-16,13,0.08,0.79,5.65,14.36,1.74,0.20,0.20
